,sex,college,age,vote
8568,1,1,35-46,1
8569,1,1,35-46,2
8570,1,0,47-65,2
8571,1,1,47-65,1
8572,2,0,47-65,1
8573,1,1,26-34,2
8574,2,1,47-65,1
8575,1,1,47-65,2
8576,1,0,47-65,2
8577,2,0,80+,2
8578,1,0,18-25,2
8579,1,1,26-34,1
8580,2,1,65-79,2
8581,1,0,35-46,2
8582,1,0,47-65,2
8583,1,0,35-46,2
8584,1,0,26-34,2
8585,1,0,65-79,1
8586,1,0,47-65,1
8587,2,1,65-79,2
8588,1,1,47-65,1
8589,1,1,47-65,1
8590,1,1,65-79,2
8591,2,0,80+,2
8592,2,1,35-46,1
8593,1,1,26-34,2
8594,2,1,65-79,1
8595,1,0,47-65,1
8596,1,0,35-46,1
8597,2,1,26-34,1
8598,1,1,26-34,2
8599,2,1,65-79,2
8600,1,1,26-34,1
8601,1,1,35-46,2
8602,1,1,65-79,1
8603,1,0,47-65,1
8604,1,0,35-46,2
8605,1,1,35-46,1
8606,1,1,35-46,1
8607,1,0,47-65,1
8608,1,0,35-46,1
8609,1,0,80+,2
8610,1,0,47-65,1
8611,2,1,26-34,1
8612,2,0,35-46,1
8613,1,1,35-46,2
8614,2,1,35-46,2
8615,2,1,65-79,2
8616,1,1,26-34,1
8617,1,1,65-79,2
8618,2,1,65-79,2
8619,2,0,35-46,2
8620,2,0,18-25,1
8621,2,1,47-65,2
8622,2,0,18-25,2
8623,1,1,47-65,1
8624,2,1,18-25,1
8625,2,1,47-65,1
8626,2,0,18-25,1
8627,2,1,47-65,1
8628,1,1,80+,2
8629,1,1,47-65,1
8630,2,0,65-79,2
8631,1,0,47-65,1
8632,1,0,35-46,2
8633,2,0,47-65,1
8634,2,1,47-65,2
8635,2,0,35-46,2
8636,1,1,65-79,1
8637,1,1,80+,1
8638,2,1,47-65,1
8639,1,1,26-34,1
8640,1,0,47-65,2
8641,2,1,47-65,2
8642,2,0,65-79,1
8643,2,0,47-65,2
8644,1,0,65-79,2
8645,1,0,47-65,1
8646,1,0,80+,1
8647,2,0,65-79,1
8648,2,1,26-34,1
8649,1,1,65-79,2
8650,2,0,47-65,2
8651,2,0,47-65,2
8652,1,1,80+,1
8653,2,1,35-46,1
8654,2,1,35-46,1
8655,1,0,47-65,2
8656,1,1,47-65,1
8657,2,0,80+,2
8658,1,1,35-46,1
8659,2,1,35-46,1
8660,2,0,26-34,2
8661,2,0,80+,1
8662,1,1,35-46,2
8663,1,0,65-79,2
8664,2,0,35-46,2
8665,2,1,65-79,1
8666,2,1,18-25,1
8667,1,0,80+,1
8668,2,0,47-65,2
8669,1,0,65-79,1
8670,2,0,35-46,2
8671,2,0,65-79,2
8672,2,0,65-79,1
8673,2,1,35-46,2
8674,1,1,47-65,1
8675,1,0,65-79,2
8676,1,1,47-65,1
8677,2,0,47-65,2
8678,2,1,47-65,2
8679,2,1,35-46,2
8680,1,1,65-79,1
8681,2,0,80+,1
8682,1,1,26-34,1
8683,1,0,35-46,2
8684,1,0,18-25,2
8685,1,1,47-65,1
8686,2,1,35-46,1
8687,1,1,18-25,1
8688,1,1,35-46,1
8689,2,1,26-34,1
8690,2,1,26-34,1
8691,1,1,18-25,1
8692,1,1,47-65,1
8693,2,0,47-65,2
8694,2,1,47-65,1
8695,1,1,65-79,2
8696,1,0,65-79,1
8697,1,1,47-65,2
8698,2,0,26-34,1
8699,2,1,35-46,1
8700,2,1,47-65,2
8701,1,1,80+,2
8702,1,0,65-79,1
8703,2,1,65-79,1
8704,1,0,47-65,2
8705,1,1,47-65,2
8706,1,0,18-25,1
8707,1,0,47-65,1
8708,2,1,26-34,1
8709,1,0,47-65,1
8710,2,1,35-46,1
8711,1,1,35-46,2
8712,1,1,47-65,1
8713,1,0,35-46,1
8714,2,0,47-65,2
8715,1,1,65-79,1
8716,2,1,26-34,1
8717,1,1,65-79,1
8718,1,1,35-46,2
8719,2,0,80+,1
8720,1,0,47-65,2
8721,1,0,65-79,2
8722,1,1,65-79,1
8723,1,1,65-79,2
8724,1,0,18-25,2
8725,2,1,26-34,1
8726,1,0,47-65,2
8727,2,1,65-79,2
8728,2,1,65-79,2
8729,2,1,65-79,1
8730,1,1,26-34,1
8731,2,0,47-65,1
8732,2,1,47-65,2
8733,1,1,35-46,1
8734,1,1,47-65,1
8735,2,1,35-46,1
8736,2,0,35-46,1
8737,1,1,26-34,1
8738,1,1,65-79,2
8739,2,1,18-25,1
8740,1,0,26-34,2
8741,1,1,35-46,2
8742,2,0,47-65,2
8743,2,1,35-46,2
8744,2,1,35-46,2
8745,2,1,65-79,1
8746,1,1,80+,1
8747,1,1,80+,1
8748,2,0,65-79,1
8749,1,1,65-79,1
8750,2,1,47-65,2
8751,1,1,65-79,1
8752,1,0,47-65,1
8753,2,1,65-79,1
8754,2,0,47-65,1
8755,2,1,65-79,1
8756,1,0,65-79,1
8757,2,1,47-65,1
8758,1,1,65-79,2
8759,2,0,35-46,2
8760,1,0,35-46,2
8761,2,1,26-34,1
8762,1,1,35-46,1
8763,1,0,47-65,2
8764,1,1,26-34,1
8765,1,1,26-34,1
8766,2,1,47-65,2
8767,1,1,35-46,1
8768,1,0,35-46,2
8769,1,1,47-65,1
8770,2,0,47-65,2
8771,2,0,35-46,2
8772,2,0,47-65,2
8773,2,0,47-65,2
8774,1,1,35-46,1
8775,1,1,35-46,1
8776,1,0,65-79,2
8777,2,0,65-79,2
8778,2,0,18-25,1
8779,2,1,47-65,1
8780,2,1,47-65,2
8781,2,1,65-79,1
8782,2,1,65-79,1
8783,2,0,47-65,1
8784,1,1,26-34,1
8785,2,1,47-65,1
8786,1,0,65-79,2
8787,2,1,47-65,1
8788,1,1,65-79,1
8789,2,1,18-25,2
8790,1,0,47-65,1
8791,2,1,35-46,1
8792,1,0,47-65,1
8793,2,1,47-65,1
8794,1,1,47-65,2
8795,1,1,47-65,2
8796,2,1,35-46,2
8797,2,0,65-79,2
8798,2,0,35-46,2
8799,2,0,47-65,2
8800,2,1,26-34,1
8801,1,1,47-65,2
8802,1,0,26-34,1
8803,1,0,26-34,2
8804,2,0,47-65,1
8805,1,0,35-46,2
8806,1,0,65-79,1
8807,1,1,35-46,1
8808,2,1,35-46,2
8809,1,0,65-79,2
8810,2,0,47-65,1
8811,2,0,65-79,2
8812,2,0,65-79,2
8813,2,1,47-65,2
8814,1,1,47-65,1
8815,2,1,47-65,1
8816,2,1,35-46,1
8817,2,1,35-46,2
8818,1,1,47-65,2
8819,1,1,47-65,1
8820,2,1,35-46,1
8821,1,0,26-34,2
8822,1,0,26-34,1
8823,1,1,65-79,2
8824,2,1,65-79,2
8825,1,1,47-65,2
8826,1,0,18-25,1
8827,2,1,35-46,1
8828,1,1,47-65,1
8829,2,0,35-46,2
8830,1,1,26-34,2
8831,1,1,35-46,2
8832,2,0,65-79,1
8833,2,0,80+,2
8834,1,0,35-46,2
8835,1,1,65-79,1
8836,2,1,35-46,1
8837,2,1,47-65,2
8838,2,0,47-65,1
8839,1,0,47-65,1
8840,2,0,47-65,1
8841,1,1,35-46,1
8842,2,1,65-79,1
8843,2,1,47-65,2
8844,2,1,35-46,1
8845,2,0,47-65,1
8846,2,1,47-65,1
8847,2,1,35-46,1
8848,1,1,26-34,2
8849,2,1,26-34,1
8850,2,0,47-65,1
8851,2,0,47-65,2
8852,2,0,80+,1
8853,2,1,65-79,1
8854,2,0,47-65,1
8855,1,1,47-65,2
8856,1,1,47-65,1
8857,2,1,26-34,2
8858,1,1,65-79,1
8859,2,1,47-65,1
8860,1,1,80+,1
8861,1,1,47-65,2
8862,1,1,47-65,1
8863,1,1,47-65,2
8864,1,1,47-65,2
8865,1,1,35-46,2
8866,2,0,47-65,2
8867,1,0,35-46,1
8868,1,1,47-65,2
8869,1,1,47-65,2
8870,1,1,35-46,1
8871,2,1,35-46,2
8872,2,1,47-65,2
8873,2,0,47-65,1
8874,2,1,80+,1
8875,1,1,47-65,2
8876,2,1,65-79,1
8877,1,1,35-46,1
8878,1,1,47-65,2
8879,1,0,65-79,2
8880,1,0,65-79,1
8881,2,1,47-65,2
8882,1,1,47-65,1
8883,1,1,47-65,1
8884,2,0,65-79,2
8885,1,1,47-65,1
8886,1,0,47-65,2
8887,2,0,65-79,2
8888,2,0,26-34,1
8889,2,1,65-79,1
8890,1,1,47-65,1
8891,2,0,65-79,2
8892,1,1,47-65,2
8893,2,1,80+,1
8894,1,1,47-65,1
8895,2,0,47-65,2
8896,1,1,47-65,1
8897,2,1,65-79,1
8898,1,0,18-25,2
8899,1,0,18-25,1
8900,2,0,65-79,1
8901,2,1,65-79,1
8902,1,1,35-46,1
8903,2,1,47-65,1
8904,2,0,26-34,1
8905,1,1,65-79,1
8906,2,1,65-79,2
8907,1,0,47-65,1
8908,1,1,47-65,2
8909,2,0,47-65,2
8910,1,0,47-65,2
8911,2,0,26-34,1
8912,2,0,35-46,1
8913,1,1,26-34,1
8914,2,1,47-65,2
8915,2,0,80+,1
8916,1,1,65-79,1
8917,2,0,80+,2
8918,2,1,47-65,1
8919,1,1,26-34,1
8920,2,1,26-34,2
8921,2,1,80+,1
8922,1,1,47-65,2
8923,2,0,47-65,2
8924,1,1,47-65,1
8925,1,1,65-79,2
8926,1,0,65-79,1
8927,1,1,35-46,1
8928,2,0,80+,1
8929,1,1,47-65,2
8930,2,1,35-46,1
8931,1,0,47-65,1
8932,1,1,47-65,1
8933,2,1,35-46,1
8934,2,1,47-65,2
8935,2,0,47-65,2
8936,1,1,35-46,1
8937,2,1,35-46,1
8938,1,1,65-79,2
8939,2,1,47-65,2
8940,2,0,47-65,2
8941,2,0,26-34,1
8942,2,1,47-65,1
8943,1,1,47-65,1
8944,1,1,47-65,1
8945,2,0,35-46,2
8946,1,0,65-79,2
8947,1,1,26-34,1
8948,1,0,65-79,2
8949,2,1,35-46,1
8950,1,1,35-46,1
8951,2,1,47-65,1
8952,2,0,26-34,1
8953,1,1,26-34,2
8954,1,0,47-65,1
8955,1,1,35-46,1
8956,2,1,65-79,1
8957,1,1,65-79,1
8958,1,0,47-65,1
8959,2,1,26-34,2
8960,1,0,47-65,2
8961,2,0,65-79,1
8962,2,1,18-25,1
8963,2,1,35-46,1
8964,1,0,65-79,1
8965,1,0,47-65,2
8966,1,1,26-34,1
8967,2,0,26-34,1
8968,1,1,35-46,1
8969,2,1,26-34,1
8970,1,1,47-65,2
8971,2,1,47-65,2
8972,2,0,65-79,1
8973,2,1,35-46,1
8974,2,1,18-25,1
8975,2,1,35-46,1
8976,2,1,47-65,1
8977,1,1,47-65,1
8978,2,1,26-34,2
8979,1,1,65-79,2
8980,2,1,35-46,1
8981,1,1,26-34,1
8982,2,1,26-34,1
8983,2,1,35-46,1
8984,2,1,47-65,2
8985,2,1,18-25,1
8986,1,1,47-65,2
8987,2,0,35-46,1
8988,2,0,65-79,2
8989,2,0,26-34,1
8990,1,1,18-25,1
8991,1,1,65-79,2
8992,2,0,35-46,2
8993,2,0,18-25,1
8994,2,1,35-46,2
8995,2,1,35-46,2
8996,2,1,47-65,1
8997,1,1,35-46,1
8998,2,0,47-65,1
8999,2,1,26-34,1
9000,2,0,80+,1
9001,1,1,35-46,1
9002,1,0,65-79,1
9003,2,1,47-65,1
9004,2,1,26-34,2
9005,2,1,18-25,1
9006,2,0,47-65,2
9007,2,1,35-46,1
9008,2,1,35-46,1
9009,1,1,47-65,2
9010,1,1,47-65,1
9011,1,0,47-65,2
9012,1,1,47-65,1
9013,2,1,47-65,1
9014,2,0,47-65,1
9015,2,1,26-34,2
9016,2,1,65-79,1
9017,1,0,65-79,1
9018,1,1,65-79,1
9019,2,1,65-79,1
9020,2,1,47-65,1
9021,1,1,65-79,1
9022,2,1,26-34,1
9023,2,1,47-65,1
9024,2,1,18-25,1
9025,2,1,35-46,1
9026,1,0,47-65,2
9027,1,0,47-65,1
9028,2,0,47-65,1
9029,2,0,35-46,2
9030,2,1,80+,1
9031,2,1,47-65,2
9032,1,1,47-65,2
9033,1,0,35-46,2
9034,2,0,80+,1
9035,1,0,47-65,1
9036,1,0,80+,1
9037,1,1,35-46,1
9038,1,1,47-65,1
9039,2,1,65-79,1
9040,2,1,47-65,2
9041,2,0,80+,1
9042,1,1,47-65,2
9043,1,1,35-46,1
9044,1,1,35-46,1
9045,1,0,35-46,1
9046,2,1,65-79,1
9047,1,1,80+,1
9048,2,1,35-46,1
9049,2,0,47-65,1
9050,2,1,47-65,2
9051,2,0,65-79,2
9052,2,0,47-65,2
9053,2,1,47-65,1
9054,1,0,47-65,1
9055,1,0,35-46,1
9056,2,0,35-46,2
9057,1,1,65-79,1
9058,1,1,26-34,2
9059,2,1,35-46,1
9060,2,0,80+,2
9061,2,0,26-34,1
9062,2,1,26-34,2
9063,2,1,26-34,1
9064,2,0,47-65,2
9065,1,1,47-65,1
9066,2,1,35-46,1
9067,1,0,80+,2
9068,2,1,35-46,2
9069,1,1,47-65,2
9070,2,0,65-79,1
9071,1,1,47-65,2
9072,2,0,18-25,1
9073,1,1,80+,1
9074,2,0,80+,1
9075,2,0,65-79,2
9076,2,1,47-65,2
9077,1,1,26-34,2
9078,2,1,47-65,2
9079,1,0,65-79,2
9080,1,0,47-65,1
9081,2,1,35-46,2
9082,1,0,65-79,1
9083,2,0,47-65,1
9084,1,0,65-79,2
9085,1,0,65-79,2
9086,1,0,47-65,1
9087,2,0,35-46,2
9088,1,0,65-79,1
9089,2,0,65-79,2
9090,2,1,65-79,1
9091,2,1,26-34,1
9092,1,1,65-79,1
9093,1,0,47-65,2
9094,1,1,80+,1
9095,1,1,26-34,1
9096,2,0,47-65,1
9097,2,0,65-79,1
9098,2,1,47-65,2
9099,2,1,35-46,2
9100,1,0,47-65,2
9101,1,1,47-65,2
9102,1,1,47-65,2
9103,1,1,65-79,2
9104,2,0,18-25,1
9105,1,0,47-65,2
9106,2,1,47-65,1
9107,2,0,80+,2
9108,1,0,80+,1
9109,1,1,65-79,2
9110,1,0,47-65,1
9111,1,0,47-65,2
9112,1,1,35-46,1
9113,1,0,65-79,2
9114,2,0,80+,1
9115,2,0,65-79,2
9116,2,0,65-79,1
9117,1,1,47-65,2
9118,1,0,65-79,1
9119,1,1,65-79,1
9120,2,1,35-46,1
9121,2,1,47-65,2
9122,1,0,26-34,2
9123,2,1,35-46,1
9124,1,0,47-65,2
9125,1,1,47-65,1
9126,2,1,65-79,2
9127,1,0,47-65,1
9128,2,1,18-25,1
9129,2,0,35-46,1
9130,1,0,47-65,1
9131,2,1,65-79,1
9132,1,1,47-65,1
9133,1,1,26-34,2
9134,2,0,65-79,2
9135,2,1,47-65,2
9136,1,1,65-79,2
9137,2,1,47-65,1
9138,1,0,65-79,1
9139,1,0,47-65,2
9140,1,1,47-65,2
9141,1,1,35-46,1
9142,2,1,47-65,2
9143,1,0,65-79,1
9144,2,1,35-46,2
9145,2,0,18-25,2
9146,1,1,65-79,2
9147,1,0,47-65,2
9148,2,1,35-46,1
9149,2,0,35-46,1
9150,2,1,47-65,1
9151,1,1,47-65,1
9152,2,1,26-34,1
9153,2,1,35-46,1
9154,2,1,47-65,1
9155,2,0,35-46,1
9156,1,1,65-79,2
9157,1,1,47-65,2
9158,1,1,65-79,2
9159,1,0,47-65,2
9160,2,1,47-65,1
9161,1,0,47-65,2
9162,1,1,26-34,1
9163,1,0,47-65,1
9164,2,1,35-46,2
9165,2,1,26-34,1
9166,1,0,47-65,1
9167,1,0,47-65,1
9168,1,1,35-46,2
9169,2,0,47-65,1
9170,1,0,80+,2
9171,1,1,35-46,2
9172,2,1,47-65,1
9173,1,0,26-34,1
9174,2,0,35-46,2
9175,2,0,65-79,1
9176,2,1,80+,2
9177,2,1,35-46,1
9178,2,0,47-65,1
9179,2,1,26-34,1
9180,2,1,47-65,2
9181,1,0,47-65,1
9182,1,0,35-46,1
9183,1,0,47-65,1
9184,2,0,65-79,2
9185,2,1,35-46,1
9186,1,1,65-79,1
9187,2,0,47-65,1
9188,2,1,47-65,1
9189,1,0,65-79,1
9190,1,0,47-65,1
9191,1,1,65-79,1
9192,1,0,35-46,1
9193,1,1,35-46,1
9194,1,1,26-34,1
9195,1,1,26-34,1
9196,1,1,18-25,1
9197,2,0,47-65,2
9198,2,0,80+,2
9199,2,1,65-79,1
9200,2,1,26-34,1
9201,1,1,47-65,2
9202,1,0,26-34,2
9203,2,0,80+,2
9204,1,0,47-65,2
9205,2,0,80+,2
9206,2,0,35-46,2
9207,1,0,65-79,2
9208,1,1,26-34,2
9209,1,0,65-79,2
9210,2,1,47-65,2
9211,1,1,47-65,1
9212,2,1,47-65,2
9213,2,1,65-79,1
9214,2,1,18-25,1
9215,1,1,35-46,1
9216,2,0,18-25,1
9217,1,1,47-65,1
9218,2,1,35-46,2
9219,1,1,26-34,1
9220,2,0,26-34,1
9221,2,1,47-65,1
9222,2,1,47-65,1
9223,2,1,65-79,1
9224,2,1,65-79,1
9225,2,1,47-65,2
9226,1,0,47-65,1
9227,2,0,65-79,2
9228,1,1,65-79,2
9229,2,1,47-65,2
9230,2,0,35-46,1
9231,1,1,65-79,2
9232,1,1,47-65,1
9233,1,1,47-65,1
9234,2,1,26-34,1
9235,1,1,47-65,2
9236,2,1,65-79,1
9237,2,1,35-46,2
9238,1,0,65-79,2
9239,1,1,35-46,2
9240,2,0,65-79,1
9241,1,0,47-65,2
9242,2,0,47-65,2
9243,2,0,80+,1
9244,2,1,65-79,1
9245,2,1,47-65,1
9246,1,0,65-79,2
9247,2,1,65-79,2
9248,2,0,18-25,1
9249,1,1,47-65,2
9250,1,1,35-46,2
9251,2,1,26-34,2
9252,2,1,35-46,1
9253,1,0,47-65,2
9254,2,1,47-65,1
9255,2,1,35-46,2
9256,2,1,47-65,2
9257,2,1,65-79,1
9258,2,0,65-79,1
9259,1,1,65-79,1
9260,1,1,65-79,1
9261,1,1,65-79,1
9262,1,0,47-65,1
9263,1,1,65-79,2
9264,2,1,47-65,1
9265,2,1,80+,1
9266,1,1,35-46,1
9267,2,0,47-65,2
9268,2,1,47-65,1
9269,1,0,26-34,1
9270,2,0,65-79,1
9271,2,1,35-46,1
9272,2,1,47-65,1
9273,2,0,47-65,1
9274,2,0,80+,1
9275,2,0,18-25,1
9276,2,1,47-65,2
9277,1,1,65-79,1
9278,1,1,65-79,1
9279,1,1,26-34,1
9280,2,0,47-65,1
9281,2,1,47-65,2
9282,2,1,26-34,1
9283,1,1,35-46,1
9284,1,1,65-79,2
9285,1,0,47-65,2
9286,1,0,47-65,1
9287,1,1,26-34,1
9288,2,0,26-34,2
9289,2,1,47-65,2
9290,2,1,47-65,2
9291,2,0,35-46,1
9292,2,1,47-65,1
9293,1,0,65-79,1
9294,2,0,65-79,1
9295,1,1,35-46,1
9296,1,1,65-79,1
9297,1,0,80+,2
9298,2,0,26-34,2
9299,2,1,65-79,2
9300,1,0,47-65,2
9301,1,1,35-46,1
9302,1,1,65-79,1
9303,2,1,47-65,2
9304,1,1,65-79,2
9305,2,0,47-65,1
9306,2,0,47-65,1
9307,2,1,26-34,2
9308,1,1,65-79,2
9309,2,0,47-65,1
9310,2,1,65-79,2
9311,2,1,47-65,1
9312,1,1,35-46,2
9313,2,0,65-79,2
9314,2,1,35-46,1
9315,1,1,65-79,1
9316,2,1,26-34,1
9317,2,0,47-65,1
9318,2,0,47-65,1
9319,2,1,26-34,2
9320,1,1,35-46,1
9321,2,1,47-65,1
9322,1,1,47-65,2
9323,2,0,47-65,2
9324,1,1,65-79,1
9325,2,1,26-34,1
9326,2,1,35-46,2
9327,1,1,35-46,2
9328,1,1,35-46,2
9329,1,1,65-79,2
9330,2,1,26-34,1
9331,2,1,65-79,2
9332,2,1,80+,2
9333,2,0,26-34,1
9334,1,1,35-46,1
9335,1,1,80+,1
9336,2,1,47-65,2
9337,2,0,47-65,1
9338,1,1,35-46,1
9339,2,1,47-65,1
9340,2,1,35-46,2
9341,2,0,47-65,1
9342,1,0,47-65,1
9343,2,1,47-65,1
9344,2,0,47-65,2
9345,1,0,35-46,1
9346,1,0,47-65,2
9347,2,1,65-79,1
9348,2,1,65-79,2
9349,2,0,26-34,2
9350,2,1,47-65,1
9351,2,0,35-46,1
9352,1,0,80+,1
9353,2,1,26-34,1
9354,2,1,47-65,1
9355,2,1,47-65,1
9356,1,0,65-79,2
9357,2,1,26-34,1
9358,2,0,26-34,2
9359,1,0,18-25,2
9360,1,1,35-46,1
9361,1,0,47-65,1
9362,2,1,47-65,2
9363,2,1,35-46,1
9364,1,0,47-65,2
9365,1,0,65-79,1
9366,2,0,18-25,1
9367,1,0,47-65,1
9368,2,1,35-46,1
9369,2,1,35-46,2
9370,2,1,35-46,1
9371,1,0,35-46,2
9372,1,1,47-65,2
9373,2,0,65-79,1
9374,2,0,35-46,2
9375,1,1,26-34,1
9376,1,1,26-34,2
9377,1,1,35-46,1
9378,2,1,65-79,2
9379,1,0,47-65,1
9380,2,1,47-65,1
9381,1,0,47-65,1
9382,2,1,65-79,2
9383,2,1,47-65,1
9384,2,1,65-79,2
9385,2,1,47-65,1
9386,1,0,26-34,1
9387,1,1,35-46,2
9388,2,1,35-46,1
9389,2,1,47-65,1
9390,1,1,35-46,2
9391,1,1,26-34,1
9392,2,1,18-25,1
9393,1,0,35-46,1
9394,1,1,35-46,2
9395,1,0,35-46,2
9396,1,0,35-46,2
9397,1,0,65-79,2
9398,1,1,26-34,1
9399,2,1,47-65,2
9400,2,1,47-65,1
9401,2,1,47-65,1
9402,2,1,26-34,1
9403,2,0,18-25,2
9404,1,0,35-46,2
9405,1,1,47-65,1
9406,2,0,35-46,2
9407,2,0,65-79,1
9408,2,1,47-65,2
9409,2,1,65-79,1
9410,1,0,47-65,1
9411,2,1,47-65,1
9412,1,0,47-65,2
9413,2,1,26-34,2
9414,1,1,26-34,2
9415,2,1,65-79,2
9416,1,1,47-65,2
9417,2,1,47-65,2
9418,2,0,35-46,1
9419,1,1,47-65,1
9420,2,1,80+,2
9421,1,1,35-46,2
9422,1,1,65-79,1
9423,1,1,47-65,1
9424,2,0,65-79,1
9425,1,0,26-34,1
9426,2,1,47-65,1
9427,2,0,26-34,1
9428,2,0,47-65,1
9429,2,0,18-25,1
9430,1,1,35-46,1
9431,2,1,26-34,1
9432,2,1,35-46,1
9433,2,0,65-79,2
9434,1,1,80+,1
9435,1,1,47-65,1
9436,1,1,35-46,1
9437,2,1,80+,1
9438,2,0,35-46,1
9439,2,1,47-65,2
9440,1,1,47-65,1
9441,2,0,18-25,1
9442,2,1,26-34,1
9443,2,1,47-65,1
9444,1,1,47-65,1
9445,2,1,47-65,1
9446,1,1,35-46,2
9447,1,1,65-79,1
9448,1,1,65-79,1
9449,1,1,35-46,2
9450,2,1,65-79,1
9451,1,0,18-25,1
9452,2,1,47-65,2
9453,2,1,47-65,1
9454,2,1,65-79,2
9455,1,0,18-25,1
9456,1,1,65-79,1
9457,2,1,35-46,1
9458,1,0,35-46,1
9459,1,1,26-34,1
9460,1,1,47-65,2
9461,1,0,18-25,1
9462,1,0,35-46,2
9463,2,1,65-79,2
9464,2,1,47-65,1
9465,1,0,65-79,2
9466,2,1,47-65,1
9467,1,1,26-34,1
9468,2,0,65-79,2
9469,2,1,47-65,1
9470,2,1,35-46,1
9471,1,1,47-65,2
9472,2,1,35-46,1
9473,2,0,47-65,1
9474,1,0,65-79,1
9475,1,0,47-65,1
9476,1,1,26-34,2
9477,1,1,65-79,2
9478,2,1,35-46,1
9479,1,1,65-79,2
9480,1,0,47-65,1
9481,2,0,47-65,1
9482,2,1,47-65,1
9483,2,0,47-65,2
9484,1,1,47-65,1
9485,2,1,65-79,2
9486,2,1,47-65,1
9487,2,1,26-34,1
9488,1,1,47-65,1
9489,1,0,47-65,2
9490,1,0,47-65,1
9491,2,1,26-34,2
9492,2,1,26-34,1
9493,2,1,47-65,2
9494,1,0,65-79,1
9495,2,1,26-34,2
9496,2,1,47-65,1
9497,2,1,65-79,2
9498,1,0,47-65,2
9499,1,0,35-46,2
9500,2,1,47-65,1
9501,1,0,35-46,2
9502,1,0,65-79,1
9503,2,1,47-65,1
9504,2,1,35-46,2
9505,1,0,35-46,2
9506,2,0,47-65,2
9507,1,0,65-79,2
9508,2,1,47-65,1
9509,2,1,18-25,1
9510,2,1,18-25,1
9511,2,1,47-65,1
9512,1,1,35-46,2
9513,1,0,47-65,2
9514,2,1,35-46,2
9515,2,1,47-65,2
9516,1,1,65-79,1
9517,1,1,18-25,2
9518,1,0,35-46,1
9519,2,0,65-79,1
9520,1,1,47-65,2
9521,2,1,35-46,2
9522,1,1,80+,2
9523,2,1,80+,1
9524,2,1,65-79,1
9525,2,0,35-46,1
9526,1,1,26-34,1
9527,1,1,65-79,2
9528,1,1,65-79,2
9529,1,0,47-65,1
9530,2,1,65-79,1
9531,2,1,35-46,2
9532,1,1,47-65,2
9533,1,0,65-79,1
9534,2,0,35-46,2
9535,1,0,65-79,1
9536,1,0,65-79,2
9537,2,0,35-46,2
9538,1,0,65-79,1
9539,2,1,26-34,1
9540,2,0,18-25,1
9541,2,0,65-79,2
9542,2,0,65-79,1
9543,1,1,65-79,2
9544,1,0,80+,1
9545,2,1,65-79,1
9546,1,1,35-46,1
9547,1,0,35-46,1
9548,1,0,35-46,1
9549,2,1,35-46,1
9550,1,1,47-65,1
9551,1,0,65-79,2
9552,1,1,35-46,1
9553,1,1,80+,2
9554,1,1,47-65,2
9555,1,1,26-34,1
9556,2,1,47-65,2
9557,2,1,47-65,2
9558,2,1,65-79,2
9559,1,0,26-34,2
9560,1,1,26-34,1
9561,1,0,65-79,1
9562,1,1,65-79,2
9563,2,0,35-46,2
9564,2,0,47-65,1
9565,2,0,26-34,2
9566,1,0,47-65,1
9567,1,1,47-65,1
9568,1,1,47-65,1
9569,1,1,35-46,1
9570,2,0,65-79,2
9571,2,0,65-79,2
9572,2,1,47-65,2
9573,1,1,65-79,2
9574,2,1,35-46,1
9575,2,0,65-79,1
9576,2,1,35-46,2
9577,2,1,35-46,1
9578,2,0,65-79,2
9579,1,0,65-79,1
9580,1,0,47-65,1
9581,2,1,35-46,1
9582,2,0,80+,1
9583,1,1,47-65,2
9584,1,1,47-65,2
9585,1,1,47-65,2
9586,2,1,65-79,1
9587,2,0,26-34,2
9588,1,0,35-46,1
9589,2,1,47-65,1
9590,2,1,47-65,2
9591,2,1,35-46,1
9592,2,1,35-46,1
9593,1,1,35-46,2
9594,2,0,18-25,1
9595,1,1,35-46,1
9596,1,1,65-79,1
9597,1,1,35-46,1
9598,2,0,80+,1
9599,2,1,65-79,2
9600,1,1,35-46,1
9601,2,0,35-46,1
9602,1,0,18-25,2
9603,2,0,47-65,2
9604,1,1,26-34,1
9605,1,1,47-65,1
9606,1,1,65-79,1
9607,2,1,35-46,1
9608,2,1,35-46,1
9609,2,0,18-25,1
9610,1,0,47-65,1
9611,1,0,65-79,2
9612,2,1,26-34,1
9613,2,1,47-65,1
9614,2,0,65-79,1
9615,2,0,47-65,1
9616,2,0,35-46,1
9617,2,1,35-46,2
9618,2,1,65-79,1
9619,2,1,35-46,1
9620,1,1,35-46,1
9621,2,0,47-65,1
9622,1,1,47-65,2
9623,1,0,26-34,1
9624,2,1,65-79,2
9625,1,1,65-79,1
9626,2,0,35-46,2
9627,2,1,35-46,1
9628,2,0,26-34,1
9629,2,1,47-65,1
9630,2,1,35-46,1
9631,2,1,47-65,2
9632,2,0,80+,1
9633,2,0,47-65,2
9634,1,0,47-65,2
9635,2,1,47-65,2
9636,1,0,65-79,2
9637,2,1,47-65,2
9638,1,1,80+,2
9639,2,1,47-65,1
9640,1,0,35-46,2
9641,1,0,65-79,1
9642,2,0,35-46,2
9643,2,1,35-46,1
9644,1,0,65-79,2
9645,2,0,65-79,1
9646,2,0,65-79,1
9647,2,0,18-25,2
